구분1,구분2,구분3,등급
소화기,변비,만성 중심성 중증 통증(8-10),3
소화기,변비,급성 중심성 경증 통증(<4),4
소화기,변비,만성 중심성 중등도 통증(4-7),4
소화기,변비,만성 중심성 경증 통증(<4),5
소화기,변비,단순변비,5
소화기,직장내 이물질,중등도 호흡곤란,2
소화기,직장내 이물질,혈역학적 장애,2
소화기,직장내 이물질,의식변화(GCS 9-13),2
소화기,직장내 이물질,"열,면역억제 상태",2
소화기,직장내 이물질,패혈증 의증(3 SIRS 기준만족),2
소화기,직장내 이물질,경증 호흡곤란,3
소화기,직장내 이물질,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,직장내 이물질,"열(아파보임),<3 SIRS 기준 만족",3
소화기,직장내 이물질,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,직장내 이물질,급성 말초성 중증 통증 (8-10),3
소화기,직장내 이물질,급성 말초성 중등도 통증(4-7),4
소화기,직장내 이물질,급성 말초성 경증 통증(<4),5
소화기,직장내 이물질,직장내 이물질,5
소화기,"샅고랑부위(Groin)통증/
종괴",중등도 호흡곤란,2
소화기,"샅고랑부위(Groin)통증/
종괴",혈역학적 장애,2
소화기,샅고랑부위(Groin)통증/,의식변화(GCS 9-13),2
,종괴,,
소화기,"샅고랑부위(Groin)통증/
종괴","열,면역억제 상태",2
소화기,"샅고랑부위(Groin)통증/
종괴",패혈증 의증(3 SIRS 기준만족),2
소화기,"샅고랑부위(Groin)통증/
종괴",경증 호흡곤란,3
소화기,"샅고랑부위(Groin)통증/
종괴","비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,"샅고랑부위(Groin)통증/
종괴","열(아파보임),<3 SIRS 기준 만족",3
소화기,"샅고랑부위(Groin)통증/
종괴","열(건강해보임), 1SIRS 기준만족(열)",4
소화기,"샅고랑부위(Groin)통증/
종괴",급성 중심성 중증 통증(8-10),2
소화기,"샅고랑부위(Groin)통증/
종괴",급성 중심성 중등도 통증(4-7),3
소화기,"샅고랑부위(Groin)통증/
종괴",만성 중심성 중증 통증(8-10),3
소화기,"샅고랑부위(Groin)통증/
종괴",급성 중심성 경증 통증(<4),4
소화기,"샅고랑부위(Groin)통증/
종괴",만성 중심성 중등도 통증(4-7),4
소화기,"샅고랑부위(Groin)통증/
종괴",만성 중심성 경증 통증(<4),5
소화기,"샅고랑부위(Groin)통증/
종괴",샅고랑부위(Groin)통증/종괴,5
소화기,구토/구역,중증 호흡곤란,1
소화기,구토/구역,쇼크,1
소화기,구토/구역,무의식(GCS 3-8),1
소화기,구토/구역,중등도 호흡곤란,2
소화기,구토/구역,혈역학적 장애,2
소화기,구토/구역,의식변화(GCS 9-13),2
소화기,구토/구역,"열,면역억제 상태",2
소화기,구토/구역,패혈증 의증(3 SIRS 기준만족),2
소화기,구토/구역,경증 호흡곤란,3
소화기,구토/구역,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,구토/구역,"열(아파보임),<3 SIRS 기준 만족",3
소화기,구토/구역,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,구토/구역,중증탈수,1
소화기,구토/구역,지속되는 상당량의 토혈,2
소화기,구토/구역,중등도 탈수,2
소화기,구토/구역,커피찌꺼기모양 구토/흑색변,3
소화기,구토/구역,경증탈수,3
소화기,구토/구역,탈수의 가능성 있음,4
소화기,구토/구역,"만성 구토/구역, 정상활력징후",5
소화기,직장/회음부 통증,중등도 호흡곤란,2
소화기,직장/회음부 통증,혈역학적 장애,2
소화기,직장/회음부 통증,의식변화(GCS 9-13),2
소화기,직장/회음부 통증,"열,면역억제 상태",2
소화기,직장/회음부 통증,패혈증 의증(3 SIRS 기준만족),2
소화기,직장/회음부 통증,경증 호흡곤란,3
소화기,직장/회음부 통증,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,직장/회음부 통증,"열(아파보임),<3 SIRS 기준 만족",3
소화기,직장/회음부 통증,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,직장/회음부 통증,급성 말초성 중증 통증 (8-10),3
소화기,직장/회음부 통증,급성 말초성 중등도 통증(4-7),4
소화기,직장/회음부 통증,만성 말초성 중증 통증(8-10),4
소화기,직장/회음부 통증,급성 말초성 경증 통증(<4),5
소화기,직장/회음부 통증,만성 말초성 통증(<8),5
소화기,설사,중증 호흡곤란,1
소화기,설사,쇼크,1
소화기,설사,무의식(GCS 3-8),1
소화기,설사,중등도 호흡곤란,2
소화기,설사,혈역학적 장애,2
소화기,설사,의식변화(GCS 9-13),2
소화기,설사,"열,면역억제 상태",2
소화기,설사,패혈증 의증(3 SIRS 기준만족),2
소화기,설사,경증 호흡곤란,3
소화기,설사,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,설사,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,설사,"열(아파보임),<3 SIRS 기준 만족",3
소화기,설사,중증탈수,1
소화기,설사,중등도 탈수,2
소화기,설사,멈추지 않는 혈성 설사,3
소화기,설사,경증탈수,3
소화기,설사,"만성설사, 정상 활력징후",5
소화기,토혈,중증 호흡곤란,1
소화기,토혈,쇼크,1
소화기,토혈,무의식(GCS 3-8),1
소화기,토혈,중등도 호흡곤란,2
소화기,토혈,혈역학적 장애,2
소화기,토혈,의식변화(GCS 9-13),2
소화기,토혈,"열,면역억제 상태",2
소화기,토혈,패혈증 의증(3 SIRS 기준만족),2
소화기,토혈,경증 호흡곤란,3
소화기,토혈,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,토혈,"열(아파보임),<3 SIRS 기준 만족",3
소화기,토혈,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
소화기,토혈,출혈성 질환(중등도나 경증의 출혈),3
소화기,토혈,두드러진 또는 중요한 토혈,2
소화기,토혈,커피찌꺼기 모양 구토/흑색변,3
소화기,토혈,"적은양, 정상 활력징후",3
소화기,혈변/흑색변,중증 호흡곤란,1
소화기,혈변/흑색변,쇼크,1
소화기,혈변/흑색변,무의식(GCS 3-8),1
소화기,혈변/흑색변,중등도 호흡곤란,2
소화기,혈변/흑색변,혈역학적 장애,2
소화기,혈변/흑색변,의식변화(GCS 9-13),2
소화기,혈변/흑색변,"열,면역억제 상태",2
소화기,혈변/흑색변,패혈증 의증(3 SIRS 기준만족),2
소화기,혈변/흑색변,경증 호흡곤란,3
소화기,혈변/흑색변,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,혈변/흑색변,"열(아파보임),<3 SIRS 기준 만족",3
소화기,혈변/흑색변,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,혈변/흑색변,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
소화기,혈변/흑색변,출혈성 질환(중등도나 경증의 출혈),3
소화기,혈변/흑색변,많은양의 흑색변 또는 직장출혈,2
소화기,혈변/흑색변,중등도 양의 흑색변 또는 직장출혈,3
소화기,혈변/흑색변,적은양의 직장출혈,4
소화기,황달,중등도 호흡곤란,2
소화기,황달,혈역학적 장애,2
소화기,황달,의식변화(GCS 9-13),2
소화기,황달,"열,면역억제 상태",2
소화기,황달,패혈증 의증(3 SIRS 기준만족),2
소화기,황달,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,황달,경증 호흡곤란,3
소화기,황달,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,황달,"열(아파보임),<3 SIRS 기준 만족",3
소화기,황달,급성 중심성 중증 통증(8-10),2
소화기,황달,급성 중심성 중등도 통증(4-7),3
소화기,황달,만성 중심성 중증 통증(8-10),3
소화기,황달,급성 중심성 경증 통증(<4),4
소화기,황달,만성 중심성 중등도 통증(4-7),4
소화기,황달,만성 중심성 경증 통증(<4),5
소화기,황달,"황달, 건강해보임",5
소화기,딸꾹질,"열(아파보임),<3 SIRS 기준 만족",3
소화기,딸꾹질,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,딸꾹질,급성 말초성 중증 통증 (8-10),3
소화기,딸꾹질,급성 말초성 중등도 통증(4-7),4
소화기,딸꾹질,급성 말초성 경증 통증(<4),5
소화기,딸꾹질,"딸국질, 만성, 힘들어 보이지 않음",5
소화기,복부종괴/팽만,중증 호흡곤란,1
소화기,복부종괴/팽만,쇼크,1
소화기,복부종괴/팽만,무의식(GCS 3-8),1
소화기,복부종괴/팽만,중등도 호흡곤란,2
소화기,복부종괴/팽만,혈역학적 장애,2
소화기,복부종괴/팽만,의식변화(GCS 9-13),2
소화기,복부종괴/팽만,"열,면역억제 상태",2
소화기,복부종괴/팽만,패혈증 의증(3 SIRS 기준만족),2
소화기,복부종괴/팽만,경증 호흡곤란,3
소화기,복부종괴/팽만,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,복부종괴/팽만,"열(아파보임),<3 SIRS 기준 만족",3
소화기,복부종괴/팽만,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,복부종괴/팽만,급성 중심성 중증 통증(8-10),2
소화기,복부종괴/팽만,급성 중심성 중등도 통증(4-7),3
소화기,복부종괴/팽만,만성 중심성 중증 통증(8-10),3
소화기,복부종괴/팽만,급성 중심성 경증 통증(<4),4
소화기,복부종괴/팽만,만성 중심성 중등도 통증(4-7),4
소화기,복부종괴/팽만,만성 중심성 경증 통증(<4),5
소화기,복부종괴/팽만,지속적인 구토,3
소화기,복부종괴/팽만,"만성 복부 종괴/팽만, 건강해 보임",5
소화기,항문/직장외상,중등도 호흡곤란,2
소화기,항문/직장외상,혈역학적 장애,2
소화기,항문/직장외상,의식변화(GCS 9-13),2
소화기,항문/직장외상,"열,면역억제 상태",2
소화기,항문/직장외상,패혈증 의증(3 SIRS 기준만족),2
소화기,항문/직장외상,경증 호흡곤란,3
소화기,항문/직장외상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,항문/직장외상,"열(아파보임),<3 SIRS 기준 만족",3
소화기,항문/직장외상,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,항문/직장외상,급성 중심성 중증 통증(8-10),2
소화기,항문/직장외상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
소화기,항문/직장외상,급성 중심성 중등도 통증(4-7),3
소화기,항문/직장외상,출혈성 질환(중등도나 경증의 출혈),3
소화기,항문/직장외상,급성 중심성 경증 통증(<4),4
소화기,항문/직장외상,항문/직장 외상,5
소화기,구강/식도이물질,중증 호흡곤란,1
소화기,구강/식도이물질,쇼크,1
소화기,구강/식도이물질,무의식(GCS 3-8),1
소화기,구강/식도이물질,중등도 호흡곤란,2
소화기,구강/식도이물질,혈역학적 장애,2
소화기,구강/식도이물질,의식변화(GCS 9-13),2
소화기,구강/식도이물질,"열,면역억제 상태",2
소화기,구강/식도이물질,패혈증 의증(3 SIRS 기준만족),2
소화기,구강/식도이물질,경증 호흡곤란,3
소화기,구강/식도이물질,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
소화기,구강/식도이물질,"열(아파보임),<3 SIRS 기준 만족",3
소화기,구강/식도이물질,"열(건강해보임), 1SIRS 기준만족(열)",4
소화기,구강/식도이물질,급성 중심성 중증 통증(8-10),2
소화기,구강/식도이물질,급성 중심성 중등도 통증(4-7),3
소화기,구강/식도이물질,급성 중심성 경증 통증(<4),4
소화기,구강/식도이물질,침흘림 또는 협착음,2
소화기,구강/식도이물질,목쉰소리와 언어장애,2
소화기,구강/식도이물질,지속적인 구토,3
소화기,구강/식도이물질,연하곤란이나 호흡곤란 없음,4
산부인과,생리문제,중증 호흡곤란,1
산부인과,생리문제,쇼크,1
산부인과,생리문제,무의식(GCS 3-8),1
산부인과,생리문제,중등도 호흡곤란,2
산부인과,생리문제,혈역학적 장애,2
산부인과,생리문제,의식변화(GCS 9-13),2
산부인과,생리문제,"열,면역억제 상태",2
산부인과,생리문제,패혈증 의증(3 SIRS 기준만족),2
산부인과,생리문제,경증 호흡곤란,3
산부인과,생리문제,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
산부인과,생리문제,"열(아파보임),<3 SIRS 기준 만족",3
산부인과,생리문제,"열(건강해보임), 1SIRS 기준만족(열)",4
산부인과,생리문제,급성 중심성 중증 통증(8-10),2
산부인과,생리문제,급성 중심성 중등도 통증(4-7),3
산부인과,생리문제,급성 중심성 경증 통증(<4),4
산부인과,생리문제,생리문제,4
산부인과,질내 이물질,중증 호흡곤란,1
산부인과,질내 이물질,쇼크,1
산부인과,질내 이물질,무의식(GCS 3-8),1
산부인과,질내 이물질,중등도 호흡곤란,2
산부인과,질내 이물질,혈역학적 장애,2
산부인과,질내 이물질,의식변화(GCS 9-13),2
산부인과,질내 이물질,"열,면역억제 상태",2
산부인과,질내 이물질,패혈증 의증(3 SIRS 기준만족),2
산부인과,질내 이물질,경증 호흡곤란,3
산부인과,질내 이물질,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
산부인과,질내 이물질,"열(아파보임),<3 SIRS 기준 만족",3
산부인과,질내 이물질,"열(건강해보임), 1SIRS 기준만족(열)",4
산부인과,질내 이물질,급성 말초성 중증 통증 (8-10),3
산부인과,질내 이물질,급성 말초성 중등도 통증(4-7),4
산부인과,질내 이물질,급성 말초성 경증 통증(<4),5
산부인과,질내 이물질,질내 이물질,5
산부인과,질 분비물,중등도 호흡곤란,2
산부인과,질 분비물,혈역학적 장애,2
산부인과,질 분비물,의식변화(GCS 9-13),2
산부인과,질 분비물,"열,면역억제 상태",2
산부인과,질 분비물,패혈증 의증(3 SIRS 기준만족),2
산부인과,질 분비물,경증 호흡곤란,3
산부인과,질 분비물,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
산부인과,질 분비물,"열(아파보임),<3 SIRS 기준 만족",3
산부인과,질 분비물,"열(건강해보임), 1SIRS 기준만족(열)",4
산부인과,질 분비물,급성 말초성 중증 통증 (8-10),3
산부인과,질 분비물,급성 말초성 중등도 통증(4-7),4
산부인과,질 분비물,급성 말초성 경증 통증(<4),5
산부인과,질 분비물,경증인 경우,5
산부인과,질통증/가려움,급성 말초성 중증 통증 (8-10),3
산부인과,질통증/가려움,급성 말초성 중등도 통증(4-7),4
산부인과,질통증/가려움,급성 말초성 경증 통증(<4),5
산부인과,질통증/가려움,"질통증, 가려움 동반",5
산부인과,질출혈,중증 호흡곤란,1
산부인과,질출혈,쇼크,1
산부인과,질출혈,무의식(GCS 3-8),1
산부인과,질출혈,중등도 호흡곤란,2
산부인과,질출혈,혈역학적 장애,2
산부인과,질출혈,의식변화(GCS 9-13),2
산부인과,질출혈,"열,면역억제 상태",2
산부인과,질출혈,패혈증 의증(3 SIRS 기준만족),2
산부인과,질출혈,경증 호흡곤란,3
산부인과,질출혈,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
산부인과,질출혈,"열(아파보임),<3 SIRS 기준 만족",3
산부인과,질출혈,"열(건강해보임), 1SIRS 기준만족(열)",4
산부인과,질출혈,급성 중심성 중증 통증(8-10),2
산부인과,질출혈,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
산부인과,질출혈,급성 중심성 중등도 통증(4-7),3
산부인과,질출혈,출혈성 질환(중등도나 경증의 출혈),3
산부인과,질출혈,급성 중심성 경증 통증(<4),4
산부인과,질출혈,임신과 관련된 다량의 질출혈,1
산부인과,질출혈,임신과 관련없는 다량의 질출혈,2
산부인과,질출혈,질출혈-정상활력징후,3
산부인과,질출혈,질출혈-경증/점상출혈,4
산부인과,음순부종,중등도 호흡곤란,2
산부인과,음순부종,혈역학적 장애,2
산부인과,음순부종,의식변화(GCS 9-13),2
산부인과,음순부종,"열,면역억제 상태",2
산부인과,음순부종,패혈증 의증(3 SIRS 기준만족),2
산부인과,음순부종,경증 호흡곤란,3
산부인과,음순부종,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
산부인과,음순부종,"열(아파보임),<3 SIRS 기준 만족",3
산부인과,음순부종,"열(건강해보임), 1SIRS 기준만족(열)",4
산부인과,음순부종,급성 말초성 중증 통증 (8-10),3
산부인과,음순부종,급성 말초성 중등도 통증(4-7),4
산부인과,음순부종,급성 말초성 경증 통증(<4),5
산부인과,음순부종,음순부종,5
산부인과,20주 미만의 임신,중증 호흡곤란,1
산부인과,20주 미만의 임신,쇼크,1
산부인과,20주 미만의 임신,무의식(GCS 3-8),1
산부인과,20주 미만의 임신,중등도 호흡곤란,2
산부인과,20주 미만의 임신,혈역학적 장애,2
산부인과,20주 미만의 임신,의식변화(GCS 9-13),2
산부인과,20주 미만의 임신,"열,면역억제 상태",2
산부인과,20주 미만의 임신,패혈증 의증(3 SIRS 기준만족),2
산부인과,20주 미만의 임신,경증 호흡곤란,3
산부인과,20주 미만의 임신,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
산부인과,20주 미만의 임신,"열(아파보임),<3 SIRS 기준 만족",3
산부인과,20주 미만의 임신,"열(건강해보임), 1SIRS 기준만족(열)",4
산부인과,20주 미만의 임신,급성 중심성 중증 통증(8-10),2
산부인과,20주 미만의 임신,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
산부인과,20주 미만의 임신,고위험성 사고기전,2
산부인과,20주 미만의 임신,급성 중심성 중등도 통증(4-7),3
산부인과,20주 미만의 임신,출혈성 질환(중등도나 경증의 출혈),3
산부인과,20주 미만의 임신,급성 중심성 경증 통증(<4),4
산부인과,20주 미만의 임신,"임신과 관련되거나 다른 원인으로 인한
다량의 질출혈",2
산부인과,20주 미만의 임신,질출혈 (활력징후 정상),3
산부인과,20주 미만의 임신,질출혈 (경증/점상출혈),4
산부인과,20주 미만의 임신,임신주수<20주,4
산부인과,20주 이상의 임신,중증 호흡곤란,1
산부인과,20주 이상의 임신,쇼크,1
산부인과,20주 이상의 임신,무의식(GCS 3-8),1
산부인과,20주 이상의 임신,중등도 호흡곤란,2
산부인과,20주 이상의 임신,혈역학적 장애,2
산부인과,20주 이상의 임신,의식변화(GCS 9-13),2
산부인과,20주 이상의 임신,"열,면역억제 상태",2
산부인과,20주 이상의 임신,패혈증 의증(3 SIRS 기준만족),2
산부인과,20주 이상의 임신,경증 호흡곤란,3
산부인과,20주 이상의 임신,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
산부인과,20주 이상의 임신,"열(아파보임),<3 SIRS 기준 만족",3
산부인과,20주 이상의 임신,"열(건강해보임), 1SIRS 기준만족(열)",4
산부인과,20주 이상의 임신,급성 중심성 중증 통증(8-10),2
산부인과,20주 이상의 임신,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
산부인과,20주 이상의 임신,고위험성 사고기전,2
산부인과,20주 이상의 임신,급성 중심성 중등도 통증(4-7),3
산부인과,20주 이상의 임신,출혈성 질환(중등도나 경증의 출혈),3
산부인과,20주 이상의 임신,급성 중심성 경증 통증(<4),4
산부인과,20주 이상의 임신,태아의 일부분이 보이거나 탯줄 탈출,1
산부인과,20주 이상의 임신,임신말기의 질출혈,1
산부인과,20주 이상의 임신,분만(자궁수축<2분),2
산부인과,20주 이상의 임신,"임신주수>20주, 태동없음/태아심음없음",2
산부인과,20주 이상의 임신,"임신주수>20주, 두통±부종±복부통증±
고혈압",2
산부인과,20주 이상의 임신,출산직후,2
산부인과,20주 이상의 임신,분만(자궁수축>2분),3
산부인과,20주 이상의 임신,"임신주수>20주, 양수 누출 가능성",3
산부인과,20주 이상의 임신,임신주수>20주,4
산부인과,성폭행,중증 호흡곤란,1
산부인과,성폭행,쇼크,1
산부인과,성폭행,무의식(GCS 3-8),1
산부인과,성폭행,중등도 호흡곤란,2
산부인과,성폭행,혈역학적 장애,2
산부인과,성폭행,의식변화(GCS 9-13),2
산부인과,성폭행,"열,면역억제 상태",2
산부인과,성폭행,패혈증 의증(3 SIRS 기준만족),2
산부인과,성폭행,경증 호흡곤란,3
산부인과,성폭행,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
산부인과,성폭행,"열(아파보임),<3 SIRS 기준 만족",3
산부인과,성폭행,"열(건강해보임), 1SIRS 기준만족(열)",4
산부인과,성폭행,급성 중심성 중증 통증(8-10),2
산부인과,성폭행,급성 중심성 중등도 통증(4-7),3
산부인과,성폭행,급성 중심성 경증 통증(<4),4
산부인과,성폭행,<2시간,2
산부인과,성폭행,>= 2시간부터 <12시간,3
산부인과,성폭행,>= 12시간; 손상없음,4
비뇨기과,옆구리 통증,중증 호흡곤란,1
비뇨기과,옆구리 통증,쇼크,1
비뇨기과,옆구리 통증,무의식(GCS 3-8),1
비뇨기과,옆구리 통증,중등도 호흡곤란,2
비뇨기과,옆구리 통증,혈역학적 장애,2
비뇨기과,옆구리 통증,의식변화(GCS 9-13),2
비뇨기과,옆구리 통증,"열,면역억제 상태",2
비뇨기과,옆구리 통증,패혈증 의증(3 SIRS 기준만족),2
비뇨기과,옆구리 통증,급성 중심성 중증 통증(8-10),2
비뇨기과,옆구리 통증,경증 호흡곤란,3
비뇨기과,옆구리 통증,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
비뇨기과,옆구리 통증,"열(아파보임),<3 SIRS 기준 만족",3
비뇨기과,옆구리 통증,급성 중심성 중등도 통증(4-7),3
비뇨기과,옆구리 통증,만성 중심성 중증 통증(8-10),3
비뇨기과,옆구리 통증,"열(건강해보임), 1SIRS 기준만족(열)",4
비뇨기과,옆구리 통증,급성 중심성 경증 통증(<4),4
비뇨기과,옆구리 통증,만성 중심성 중등도 통증(4-7),4
비뇨기과,옆구리 통증,만성 중심성 경증 통증(<4),5
비뇨기과,혈뇨,중증 호흡곤란,1
비뇨기과,혈뇨,쇼크,1
비뇨기과,혈뇨,무의식(GCS 3-8),1
비뇨기과,혈뇨,중등도 호흡곤란,2
비뇨기과,혈뇨,혈역학적 장애,2
비뇨기과,혈뇨,의식변화(GCS 9-13),2
비뇨기과,혈뇨,"열,면역억제 상태",2
비뇨기과,혈뇨,패혈증 의증(3 SIRS 기준만족),2
비뇨기과,혈뇨,경증 호흡곤란,3
비뇨기과,혈뇨,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
비뇨기과,혈뇨,"열(아파보임),<3 SIRS 기준 만족",3
비뇨기과,혈뇨,"열(건강해보임), 1SIRS 기준만족(열)",4
비뇨기과,혈뇨,급성 중심성 중증 통증(8-10),2
비뇨기과,혈뇨,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
비뇨기과,혈뇨,급성 중심성 중등도 통증(4-7),3
비뇨기과,혈뇨,급성 말초성 중증 통증 (8-10),3
비뇨기과,혈뇨,만성 중심성 중증 통증(8-10),3
비뇨기과,혈뇨,출혈성 질환(중등도나 경증의 출혈),3
비뇨기과,혈뇨,급성 중심성 경증 통증(<4),4
비뇨기과,혈뇨,급성 말초성 중등도 통증(4-7),4
비뇨기과,혈뇨,만성 중심성 중등도 통증(4-7),4
비뇨기과,혈뇨,만성 말초성 중증 통증(8-10),4
비뇨기과,혈뇨,만성 중심성 경증 통증(<4),5
비뇨기과,혈뇨,급성 말초성 경증 통증(<4),5
비뇨기과,혈뇨,만성 말초성 통증(<8),5
비뇨기과,"생식기의
분비물/피부병변",경증 호흡곤란,3
비뇨기과,"생식기의
분비물/피부병변","비정상 맥박수/맥박압 (혈역학적으로
안정)",3
비뇨기과,"생식기의
분비물/피부병변","열(아파보임),<3 SIRS 기준 만족",3
비뇨기과,"생식기의
분비물/피부병변","열(건강해보임), 1SIRS 기준만족(열)",4
비뇨기과,"생식기의
분비물/피부병변",급성 말초성 중증 통증 (8-10),3
비뇨기과,"생식기의
분비물/피부병변",급성 말초성 중등도 통증(4-7),4
비뇨기과,"생식기의
분비물/피부병변",만성 말초성 중증 통증(8-10),4
비뇨기과,"생식기의
분비물/피부병변",급성 말초성 경증 통증(<4),5
비뇨기과,"생식기의
분비물/피부병변",만성 말초성 통증(<8),5
비뇨기과,"생식기의
분비물/피부병변",생식기의 분비물/피부병변,5
비뇨기과,음경부종,중등도 호흡곤란,2
비뇨기과,음경부종,혈역학적 장애,2
비뇨기과,음경부종,의식변화(GCS 9-13),2
비뇨기과,음경부종,"열,면역억제 상태",2
비뇨기과,음경부종,패혈증 의증(3 SIRS 기준만족),2
비뇨기과,음경부종,경증 호흡곤란,3
비뇨기과,음경부종,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
비뇨기과,음경부종,"열(아파보임),<3 SIRS 기준 만족",3
비뇨기과,음경부종,"열(건강해보임), 1SIRS 기준만족(열)",4
비뇨기과,음경부종,급성 말초성 중증 통증 (8-10),3
비뇨기과,음경부종,급성 말초성 중등도 통증(4-7),4
비뇨기과,음경부종,만성 말초성 중증 통증(8-10),4
비뇨기과,음경부종,급성 말초성 경증 통증(<4),5
비뇨기과,음경부종,만성 말초성 통증(<8),5
